Input directory: /scratch/indrisch/vllm_experiments/data/ScanNet/scans
Output directory: /scratch/indrisch/vllm_experiments/data_h5py/ScanNet/scans
Scene pattern: scene*_*
Color folder: color
Image extension: .jpg
H5py filename: images.hdf5
JSON filename: image_mapping.json
Number of workers: 32
Found 650 scene folders total
Processing 650 scenes
Using 32 worker processes for parallel processing
Processed scene0321_00: 972 images saved to images.hdf5
Processed scene0341_00: 2580 images saved to images.hdf5
Processed scene0403_00: 1891 images saved to images.hdf5
Processed scene0445_00: 682 images saved to images.hdf5
Processed scene0462_00: 1140 images saved to images.hdf5
Processed scene0482_00: 1049 images saved to images.hdf5
Processed scene0507_00: 1211 images saved to images.hdf5
Processed scene0530_00: 1121 images saved to images.hdf5
Processed scene0553_00: 1501 images saved to images.hdf5
Processed scene0583_00: 1977 images saved to images.hdf5
Processed scene0616_00: 3037 images saved to images.hdf5
Processed scene0681_00: 1340 images saved to images.hdf5
Processed scene0700_00: 4582 images saved to images.hdf5
Processed scene0028_00: 1074 images saved to images.hdf5
Processed scene0042_00: 1104 images saved to images.hdf5
Processed scene0063_00: 831 images saved to images.hdf5
Processed scene0081_00: 295 images saved to images.hdf5
Processed scene0088_00: 1095 images saved to images.hdf5
Processed scene0114_00: 1905 images saved to images.hdf5
Processed scene0158_00: 1922 images saved to images.hdf5
Processed scene0201_00: 985 images saved to images.hdf5
Processed scene0218_00: 1551 images saved to images.hdf5
Processed scene0259_00: 1037 images saved to images.hdf5
Processed scene0275_00: 2396 images saved to images.hdf5
Processed scene0323_00: 954 images saved to images.hdf5
Processed scene0345_00: 1552 images saved to images.hdf5
Processed scene0380_00: 921 images saved to images.hdf5
Processed scene0399_00: 1333 images saved to images.hdf5
Processed scene0429_00: 1031 images saved to images.hdf5
Processed scene0449_00: 1549 images saved to images.hdf5
Processed scene0485_00: 397 images saved to images.hdf5
Processed scene0493_00: 1339 images saved to images.hdf5
Processed scene0524_00: 1776 images saved to images.hdf5
Processed scene0560_00: 1224 images saved to images.hdf5
Processed scene0581_00: 1496 images saved to images.hdf5
Processed scene0608_00: 3388 images saved to images.hdf5
Processed scene0676_00: 1374 images saved to images.hdf5
Processed scene0697_00: 2875 images saved to images.hdf5
Processed scene0016_00: 1552 images saved to images.hdf5
Processed scene0050_00: 4652 images saved to images.hdf5
Processed scene0163_00: 2206 images saved to images.hdf5
Processed scene0211_00: 2321 images saved to images.hdf5
Processed scene0263_00: 1054 images saved to images.hdf5
Processed scene0280_00: 1524 images saved to images.hdf5
Processed scene0306_00: 1068 images saved to images.hdf5
Processed scene0330_00: 1565 images saved to images.hdf5
Processed scene0368_00: 1002 images saved to images.hdf5
Processed scene0391_00: 1017 images saved to images.hdf5
Processed scene0415_00: 1157 images saved to images.hdf5
Processed scene0439_00: 1226 images saved to images.hdf5
Processed scene0469_00: 884 images saved to images.hdf5
Processed scene0486_00: 2964 images saved to images.hdf5
Processed scene0547_00: 2040 images saved to images.hdf5
Processed scene0588_00: 3357 images saved to images.hdf5
Processed scene0658_00: 547 images saved to images.hdf5
Processed scene0665_00: 1036 images saved to images.hdf5
Processed scene0688_00: 1273 images saved to images.hdf5
Processed scene0706_00: 1871 images saved to images.hdf5
Processed scene0015_00: 1971 images saved to images.hdf5
Processed scene0057_00: 1705 images saved to images.hdf5
Processed scene0096_00: 1367 images saved to images.hdf5
Processed scene0128_00: 1961 images saved to images.hdf5
Processed scene0175_00: 945 images saved to images.hdf5
Processed scene0196_00: 1920 images saved to images.hdf5
Processed scene0227_00: 1061 images saved to images.hdf5
Processed scene0257_00: 1646 images saved to images.hdf5
Processed scene0287_00: 759 images saved to images.hdf5
Processed scene0296_00: 975 images saved to images.hdf5
Processed scene0319_00: 1775 images saved to images.hdf5
Processed scene0361_00: 1147 images saved to images.hdf5
Processed scene0388_00: 1208 images saved to images.hdf5
Processed scene0414_00: 1161 images saved to images.hdf5
Processed scene0438_00: 1347 images saved to images.hdf5
Processed scene0465_00: 6306 images saved to images.hdf5
Processed scene0600_00: 2021 images saved to images.hdf5
Processed scene0645_00: 4503 images saved to images.hdf5
Processed scene0022_00: 1896 images saved to images.hdf5
Processed scene0053_00: 545 images saved to images.hdf5
Processed scene0064_00: 1205 images saved to images.hdf5
Processed scene0094_00: 1105 images saved to images.hdf5
Processed scene0117_00: 617 images saved to images.hdf5
Processed scene0130_00: 1292 images saved to images.hdf5
Processed scene0157_00: 1232 images saved to images.hdf5
Processed scene0189_00: 1558 images saved to images.hdf5
Processed scene0217_00: 1244 images saved to images.hdf5
Processed scene0244_00: 649 images saved to images.hdf5
Processed scene0261_00: 4671 images saved to images.hdf5
Processed scene0355_00: 1141 images saved to images.hdf5
Processed scene0382_00: 1130 images saved to images.hdf5
Processed scene0406_00: 1414 images saved to images.hdf5
Processed scene0437_00: 719 images saved to images.hdf5
Processed scene0455_00: 1908 images saved to images.hdf5
Processed scene0496_00: 1336 images saved to images.hdf5
Processed scene0528_00: 552 images saved to images.hdf5
Processed scene0535_00: 684 images saved to images.hdf5
Processed scene0548_00: 3892 images saved to images.hdf5
Processed scene0622_00: 1235 images saved to images.hdf5
Processed scene0650_00: 966 images saved to images.hdf5
Processed scene0666_00: 2030 images saved to images.hdf5
Processed scene0704_00: 2409 images saved to images.hdf5
Successfully processed 650/650 scenes
Processing complete. Successfully processed 650 scenes.

scontrol show job 793068
JobId=793068 JobName=h5py_data.sh
   UserId=indrisch(3122343) GroupId=indrisch(3122343) MCS_label=N/A
   Priority=1691068 Nice=0 Account=def-wangcs QOS=normal
   JobState=COMPLETING Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   RunTime=00:01:14 TimeLimit=00:15:00 TimeMin=N/A
   SubmitTime=2026-01-07T17:29:50 EligibleTime=2026-01-07T17:29:50
   AccrueTime=2026-01-07T17:29:50
   StartTime=2026-01-07T17:29:53 EndTime=2026-01-07T17:31:07 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2026-01-07T17:29:53 Scheduler=Main
   Partition=compute AllocNode:Sid=tri-login02:864474
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=tri1014
   BatchHost=tri1014
   NumNodes=1 NumCPUs=192 NumTasks=1 CPUs/Task=192 ReqB:S:C:T=0:0:*:*
   ReqTRES=cpu=192,mem=767000M,node=1,billing=192
   AllocTRES=cpu=192,mem=767000M,node=1,billing=192
   Socks/Node=* NtasksPerN:B:S:C=1:0:*:* CoreSpec=*
   MinCPUsNode=192 MinMemoryNode=767000M MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=NO Contiguous=0 Licenses=(null) Network=(null)
   Command=/scratch/indrisch/LLaMA-Factory/scripts/data_packing/h5py_data.sh
   WorkDir=/scratch/indrisch/LLaMA-Factory/scripts/data_packing
   Comment=/opt/slurm/bin/sbatch --export=NONE --get-user-env=L h5py_data.sh 
   StdErr=/scratch/indrisch/LLaMA-Factory/scripts/data_packing/%N-h5py_data-793068.out
   StdIn=/dev/null
   StdOut=/scratch/indrisch/LLaMA-Factory/scripts/data_packing/%N-h5py_data-793068.out
   TresPerTask=cpu=192
   

sacct -j 793068
JobID           JobName    Account    Elapsed  MaxVMSize     MaxRSS  SystemCPU    UserCPU ExitCode 
------------ ---------- ---------- ---------- ---------- ---------- ---------- ---------- -------- 
793068       h5py_data+ def-wangcs   00:01:14                         00:00:00   00:00:00      0:0 
793068.batch      batch def-wangcs   00:01:14                         00:00:00   00:00:00      0:0 
793068.exte+     extern def-wangcs   00:01:14                         00:00:00   00:00:00      0:0 

